mlbam_id,player,season,n_stints,n_scored,volume,volume_all,base_war,age_credit_war,adj_war,rate_per_600,verdict,truncated
669004,MJ Melendez,2017,1,1,198,198,-0.76,0.42,-0.34,-1.04,scored,False
669004,MJ Melendez,2018,1,1,472,472,-0.85,1.82,0.0,0.0,scored,False
669004,MJ Melendez,2019,1,1,419,419,-2.38,2.1,-0.29,-0.41,scored,False
669004,MJ Melendez,2021,2,2,531,531,2.88,2.61,5.48,6.19,scored,False
669004,MJ Melendez,2022,1,1,91,91,-0.17,0.36,0.0,,"insufficient_sample (91 of 91 PA+BF scored, need 100)",True
669022,MacKenzie Gore,2017,1,1,84,84,-0.2,0.18,-0.02,,"insufficient_sample (84 of 84 PA+BF scored, need 100)",False
669022,MacKenzie Gore,2018,1,1,261,261,-0.48,0.99,0.0,0.0,scored,False
669022,MacKenzie Gore,2019,2,2,378,378,-0.51,1.78,0.0,0.0,scored,False
669022,MacKenzie Gore,2021,4,2,160,223,-0.05,0.02,-0.03,-0.12,scored,False
669022,MacKenzie Gore,2022,1,0,0,16,0,0,0,,"insufficient_sample (0 of 16 PA+BF scored, need 100)",True
669084,DL Hall,2017,1,0,0,49,0,0,0,,"insufficient_sample (0 of 49 PA+BF scored, need 100)",False
669084,DL Hall,2018,1,1,391,391,-1.03,1.38,0.0,0.0,scored,False
669084,DL Hall,2019,1,1,346,346,-0.7,1.56,0.0,0.0,scored,False
669084,DL Hall,2021,1,1,128,128,0.24,0.28,0.52,2.44,scored,False
669084,DL Hall,2022,3,1,317,345,1.41,0.45,1.87,3.53,scored,True
669127,Shea Langeliers,2019,1,1,239,239,-0.54,0.26,-0.28,-0.71,scored,False
669127,Shea Langeliers,2021,2,1,370,384,1.44,1.18,2.63,4.26,scored,False
669127,Shea Langeliers,2022,1,1,402,402,2.87,1.44,4.31,6.43,scored,True
669134,Luis Campusano,2017,1,1,151,151,-0.34,0.29,-0.05,-0.2,scored,False
669134,Luis Campusano,2018,1,1,284,284,-0.09,1.03,0.0,0.0,scored,False
669134,Luis Campusano,2019,1,1,487,487,1.53,2.44,3.97,4.89,scored,False
669224,Austin Wells,2021,2,2,469,469,1.31,0.84,2.16,2.76,scored,False
669224,Austin Wells,2022,3,2,368,402,2.13,1.29,3.42,5.57,scored,False
669224,Austin Wells,2023,3,2,409,429,1.23,1.25,2.48,3.63,scored,True
669304,Jose F Miranda,2016,1,1,213,213,-1.23,0.56,-0.67,-1.89,scored,False
669304,Jose F Miranda,2017,1,1,247,247,-0.9,0.41,-0.49,-1.19,scored,False
669304,Jose F Miranda,2018,2,2,552,552,-1.3,2.04,0.0,0.0,scored,False
669304,Jose F Miranda,2019,2,1,478,483,-1.72,2.26,0.0,0.0,scored,False
669304,Jose F Miranda,2021,2,2,591,591,3.48,2.45,5.94,6.03,scored,False
669304,Jose F Miranda,2022,1,1,95,95,0.07,0.38,0.45,,"insufficient_sample (95 of 95 PA+BF scored, need 100)",True
669357,Nolan Gorman,2018,2,2,274,274,-0.17,0.82,0.0,0.0,scored,False
669357,Nolan Gorman,2019,2,2,512,512,-0.81,2.28,0.0,0.0,scored,False
669357,Nolan Gorman,2021,2,2,523,523,1.43,2.55,3.98,4.57,scored,False
669357,Nolan Gorman,2022,1,1,147,147,1.42,0.59,2.01,8.19,scored,True
669358,Shane Baz,2017,1,1,105,105,-0.5,0.23,-0.27,-1.53,scored,False
669358,Shane Baz,2018,1,1,244,244,-0.74,0.26,-0.48,-1.18,scored,False
669358,Shane Baz,2019,1,1,342,342,-1.24,1.06,-0.17,-0.3,scored,False
669358,Shane Baz,2021,2,2,298,298,1.39,0.67,2.06,4.15,scored,True
669370,Asa Lacy,2021,1,1,237,237,-0.2,0.52,0.0,0.0,scored,False
669370,Asa Lacy,2022,2,1,105,152,-0.28,0.15,-0.14,-0.77,scored,False
669391,Owen White,2021,2,1,135,141,0.1,0.12,0.22,0.97,scored,False
669391,Owen White,2022,2,2,328,328,0.66,0.44,1.1,2.02,scored,False
669391,Owen White,2023,1,1,213,213,0.07,0.23,0.3,0.84,scored,True
669461,Matthew Liberatore,2018,1,1,127,127,-0.4,0.21,-0.19,-0.91,scored,False
669461,Matthew Liberatore,2019,1,1,332,332,-0.98,1.19,0.0,0.0,scored,False
669461,Matthew Liberatore,2021,1,1,520,520,1.48,0.81,2.29,2.64,scored,False
669461,Matthew Liberatore,2022,1,1,162,162,0.81,0.26,1.07,3.96,scored,True
669923,George Kirby,2021,2,2,274,274,0.86,0.23,1.09,2.39,scored,False
669923,George Kirby,2022,1,1,93,93,0.36,0.06,0.42,,"insufficient_sample (93 of 93 PA+BF scored, need 100)",True
671213,Triston Casas,2018,1,0,0,5,0,0,0,,"insufficient_sample (0 of 5 PA+BF scored, need 100)",False
671213,Triston Casas,2019,2,1,493,500,-1.65,1.95,0.0,0.0,scored,False
671213,Triston Casas,2021,2,2,371,371,0.65,2.29,2.95,4.77,scored,False
671213,Triston Casas,2022,2,1,317,334,0.97,1.27,2.24,4.24,scored,True
671289,Tyler Freeman,2017,1,1,144,144,-0.57,0.37,-0.19,-0.8,scored,False
671289,Tyler Freeman,2018,1,1,301,301,-0.29,0.99,0.0,0.0,scored,False
671289,Tyler Freeman,2019,2,2,547,547,-0.92,2.22,0.0,0.0,scored,False
671289,Tyler Freeman,2021,1,1,180,180,0.33,1.16,1.49,4.95,scored,False
671289,Tyler Freeman,2022,1,1,343,343,0.71,1.37,2.08,3.64,scored,True
671655,George Valera,2018,1,0,0,22,0,0,0,,"insufficient_sample (0 of 22 PA+BF scored, need 100)",False
671655,George Valera,2019,2,1,188,214,-0.63,0.61,-0.02,-0.08,scored,False
671655,George Valera,2021,2,2,363,363,0.78,2.21,2.99,4.94,scored,False
671655,George Valera,2022,2,2,566,566,1.15,3.33,4.49,4.76,scored,False
671655,George Valera,2023,2,1,312,338,-0.05,1.32,0.0,0.0,scored,False
671655,George Valera,2024,1,1,374,374,0.76,1.51,2.27,3.64,scored,False
671655,George Valera,2025,2,2,170,170,0.28,0.18,0.45,1.6,scored,True
671737,Taj Bradley,2018,1,1,116,116,-0.34,0.26,-0.08,-0.43,scored,False
671737,Taj Bradley,2021,2,2,397,397,-0.12,1.54,0.0,0.0,scored,False
671737,Taj Bradley,2022,2,2,532,532,2.17,1.23,3.39,3.83,scored,False
671737,Taj Bradley,2023,1,0,0,30,0,0,0,,"insufficient_sample (0 of 30 PA+BF scored, need 100)",True
671739,Michael Harris II,2019,2,2,212,212,-0.95,0.61,-0.35,-0.99,scored,False
671739,Michael Harris II,2021,1,1,420,420,0.04,2.5,2.54,3.62,scored,False
671739,Michael Harris II,2022,1,1,196,196,0.67,1.33,2.0,6.12,scored,True
672012,Tyler Black,2021,2,1,103,115,-0.41,0.27,-0.14,-0.8,scored,False
672012,Tyler Black,2022,1,1,283,283,0.05,0.89,0.94,1.98,scored,False
672012,Tyler Black,2023,2,2,558,558,2.16,2.54,4.7,5.06,scored,False
672012,Tyler Black,2024,1,1,117,117,0.51,0.47,0.98,5.04,scored,True
672282,Reid Detmers,2021,2,1,225,247,0.41,0.61,1.02,2.73,scored,True
672356,Gabriel Arias,2017,2,2,232,232,-0.95,0.79,-0.17,-0.43,scored,False
672356,Gabriel Arias,2018,1,1,504,504,-1.13,2.02,0.0,0.0,scored,False
672356,Gabriel Arias,2019,1,1,511,511,0.26,2.56,2.82,3.31,scored,False
672356,Gabriel Arias,2021,1,1,483,483,1.89,1.9,3.8,4.71,scored,False
672356,Gabriel Arias,2022,1,1,40,40,0.21,0.16,0.37,,"insufficient_sample (40 of 40 PA+BF scored, need 100)",True
672515,Gabriel Moreno,2018,1,1,167,167,0.14,0.35,0.49,1.75,scored,False
672515,Gabriel Moreno,2019,1,1,341,341,0.16,1.36,1.52,2.67,scored,False
672515,Gabriel Moreno,2021,3,1,145,159,1.33,0.94,2.26,9.36,scored,False
672515,Gabriel Moreno,2022,1,1,150,150,0.84,0.6,1.44,5.74,scored,True
672710,Roansy Contreras,2017,1,1,145,145,-0.62,0.35,-0.27,-1.11,scored,False
672710,Roansy Contreras,2018,2,2,250,250,-0.9,0.95,0.0,0.0,scored,False
672710,Roansy Contreras,2019,1,1,536,536,-2.06,2.01,-0.05,-0.06,scored,False
672710,Roansy Contreras,2021,2,1,218,234,0.65,0.62,1.27,3.48,scored,True
672724,Oswald Peraza,2017,1,1,213,213,-0.6,0.67,0.0,0.0,scored,False
672724,Oswald Peraza,2018,1,1,159,159,-0.45,0.39,-0.07,-0.25,scored,False
672724,Oswald Peraza,2019,2,2,293,293,-0.7,1.1,0.0,0.0,scored,False
672724,Oswald Peraza,2021,3,2,480,511,1.65,2.93,4.59,5.73,scored,False
672724,Oswald Peraza,2022,1,1,429,429,2.01,1.72,3.73,5.21,scored,True
673962,Josh Jung,2019,2,1,179,198,-0.32,0.25,-0.07,-0.24,scored,False
673962,Josh Jung,2021,2,2,342,342,2.32,1.3,3.62,6.35,scored,False
673962,Josh Jung,2022,2,1,106,135,0.5,0.41,0.91,5.17,scored,True
675659,Greg Jones,2021,2,2,317,317,0.79,0.39,1.18,2.23,scored,False
675659,Greg Jones,2022,1,1,358,358,0.4,0.58,0.98,1.63,scored,False
675659,Greg Jones,2023,2,2,281,281,0.43,0.5,0.93,2.0,scored,False
675659,Greg Jones,2024,2,1,89,100,0.4,0.14,0.54,,"insufficient_sample (89 of 100 PA+BF scored, need 100)",True
676059,Jordan Westburg,2021,3,3,506,506,1.41,1.51,2.92,3.47,scored,False
676059,Jordan Westburg,2022,2,2,622,622,3.3,2.44,5.74,5.54,scored,False
676059,Jordan Westburg,2023,1,1,301,301,2.11,1.28,3.38,6.74,scored,True
676106,Emerson Hancock,2021,2,1,124,179,0.04,0.31,0.35,1.7,scored,False
676106,Emerson Hancock,2022,1,1,413,413,0.22,0.72,0.94,1.37,scored,False
676106,Emerson Hancock,2023,1,1,411,411,0.6,0.36,0.95,1.39,scored,True
676272,Bobby Miller,2021,2,1,188,230,0.34,0.42,0.76,2.41,scored,False
676272,Bobby Miller,2022,2,2,469,469,1.84,0.75,2.6,3.32,scored,False
676272,Bobby Miller,2023,1,1,61,61,0.2,0.09,0.29,,"insufficient_sample (61 of 61 PA+BF scored, need 100)",True
676440,Tanner Bibee,2022,2,2,516,516,1.67,0.58,2.25,2.62,scored,False
676440,Tanner Bibee,2023,1,1,61,61,0.53,0.1,0.63,,"insufficient_sample (61 of 61 PA+BF scored, need 100)",True
676475,Alec Burleson,2021,3,3,503,503,0.22,2.3,2.52,3.0,scored,False
676475,Alec Burleson,2022,1,1,470,470,2.55,1.88,4.43,5.65,scored,True
676917,Cade Cavalli,2021,3,3,522,522,1.49,0.84,2.33,2.68,scored,False
676917,Cade Cavalli,2022,1,1,401,401,2.52,0.63,3.15,4.72,scored,True
676974,Max Meyer,2021,2,1,416,454,0.7,1.07,1.77,2.55,scored,False
676974,Max Meyer,2022,2,1,229,240,1.36,0.38,1.74,4.55,scored,True
677008,Heston Kjerstad,2022,2,2,284,284,0.17,-0.04,0.13,0.27,scored,False
677008,Heston Kjerstad,2023,2,2,543,543,1.96,1.73,3.7,4.08,scored,True
677587,Brayan Rocchio,2018,1,1,158,158,-0.26,0.48,0.0,0.0,scored,False
677587,Brayan Rocchio,2019,1,1,295,295,-1.12,0.96,-0.16,-0.32,scored,False
677587,Brayan Rocchio,2021,2,2,491,491,0.82,3.02,3.84,4.7,scored,False
677587,Brayan Rocchio,2022,2,2,584,584,1.1,3.53,4.63,4.76,scored,False
677587,Brayan Rocchio,2023,1,1,164,164,1.01,0.69,1.71,6.25,scored,True
677594,Julio Rodríguez,2019,2,2,367,367,0.65,1.54,2.18,3.57,scored,False
677594,Julio Rodríguez,2021,2,2,340,340,2.34,2.13,4.47,7.88,scored,False
677595,Ronny Mauricio,2018,1,1,247,247,-1.01,0.78,-0.23,-0.56,scored,False
677595,Ronny Mauricio,2019,1,1,504,504,-2.06,2.01,-0.06,-0.07,scored,False
677595,Ronny Mauricio,2021,2,1,420,453,-0.5,2.5,0.0,0.0,scored,False
677595,Ronny Mauricio,2022,1,1,541,541,0.49,3.66,4.15,4.6,scored,False
677595,Ronny Mauricio,2023,1,1,532,532,1.98,2.25,4.24,4.78,scored,True
677649,Ezequiel Duran,2018,1,1,235,235,-1.0,0.31,-0.7,-1.79,scored,False
677649,Ezequiel Duran,2019,1,1,277,277,-0.45,0.58,0.0,0.0,scored,False
677649,Ezequiel Duran,2021,1,1,471,471,0.75,1.42,2.17,2.76,scored,False
677649,Ezequiel Duran,2022,1,1,200,200,1.2,0.87,2.06,6.19,scored,True
677950,Alek Thomas,2018,1,1,272,272,-0.67,0.62,-0.05,-0.1,scored,False
677950,Alek Thomas,2019,2,2,506,506,-0.83,2.12,0.0,0.0,scored,False
677950,Alek Thomas,2021,2,2,495,495,2.35,2.78,5.14,6.23,scored,False
677950,Alek Thomas,2022,1,1,116,116,0.47,0.46,0.93,4.84,scored,True
677951,Bobby Witt Jr.,2019,1,1,180,180,-0.7,0.21,-0.49,-1.62,scored,False
677951,Bobby Witt Jr.,2021,2,2,564,564,3.4,2.93,6.33,6.73,scored,False
677954,Jordan Groshans,2018,1,1,207,207,-0.42,0.37,-0.05,-0.15,scored,False
677954,Jordan Groshans,2019,1,1,96,96,0.1,0.36,0.46,,"insufficient_sample (96 of 96 PA+BF scored, need 100)",False
677954,Jordan Groshans,2021,1,1,316,316,0.84,2.04,2.88,5.47,scored,False
677954,Jordan Groshans,2022,2,1,412,432,0.99,1.65,2.63,3.84,scored,True
677958,Kumar Rocker,2023,1,1,111,111,0.18,0.01,0.19,1.02,scored,False
677958,Kumar Rocker,2024,3,1,71,139,0.39,0.04,0.43,,"insufficient_sample (71 of 139 PA+BF scored, need 100)",True
678246,Miguel Vargas,2018,2,2,229,229,-0.49,0.61,0.0,0.0,scored,False
678246,Miguel Vargas,2019,2,2,559,559,-0.8,2.39,0.0,0.0,scored,False
678246,Miguel Vargas,2021,2,2,542,542,1.5,3.08,4.58,5.07,scored,False
678246,Miguel Vargas,2022,1,1,437,437,2.14,1.75,3.89,5.34,scored,True
678554,Curtis Mead,2018,1,0,0,6,0,0,0,,"insufficient_sample (0 of 6 PA+BF scored, need 100)",False
678554,Curtis Mead,2019,1,1,175,175,-0.56,0.28,-0.28,-0.97,scored,False
678554,Curtis Mead,2021,3,2,444,458,0.71,2.0,2.71,3.66,scored,False
678554,Curtis Mead,2022,2,2,331,331,1.84,2.0,3.84,6.97,scored,False
678554,Curtis Mead,2023,2,1,211,225,0.71,0.89,1.6,4.55,scored,True
678662,Ezequiel Tovar,2019,1,1,243,243,-0.91,0.79,-0.12,-0.3,scored,False
678662,Ezequiel Tovar,2021,2,2,469,469,0.13,2.22,2.35,3.01,scored,False
678662,Ezequiel Tovar,2022,2,1,295,318,1.9,2.0,3.9,7.93,scored,True
678882,Ceddanne Rafaela,2019,2,1,176,188,-0.51,0.26,-0.25,-0.85,scored,False
678882,Ceddanne Rafaela,2021,1,1,432,432,-0.36,1.23,0.0,0.0,scored,False
678882,Ceddanne Rafaela,2022,2,2,522,522,2.12,2.83,4.95,5.69,scored,False
678882,Ceddanne Rafaela,2023,2,2,485,485,2.21,2.26,4.47,5.53,scored,True
678894,Liover Peguero,2018,1,1,71,71,-0.39,0.21,-0.17,,"insufficient_sample (71 of 71 PA+BF scored, need 100)",False
678894,Liover Peguero,2019,1,1,93,93,-0.28,0.3,0.0,,"insufficient_sample (93 of 93 PA+BF scored, need 100)",False
678894,Liover Peguero,2021,1,1,417,417,0.5,2.48,2.98,4.28,scored,False
678894,Liover Peguero,2022,1,1,236,236,0.66,1.6,2.26,5.75,scored,True
679529,Spencer Torkelson,2021,3,3,530,530,1.78,2.57,4.35,4.93,scored,False
679822,Justin Foscue,2021,3,2,254,267,0.62,1.01,1.63,3.85,scored,False
679822,Justin Foscue,2022,1,1,460,460,1.05,1.76,2.81,3.66,scored,False
679822,Justin Foscue,2023,1,1,563,563,2.02,2.39,4.41,4.7,scored,False
679822,Justin Foscue,2024,1,0,0,15,0,0,0,,"insufficient_sample (0 of 15 PA+BF scored, need 100)",True
680570,Grayson Rodriguez,2018,1,1,80,80,-0.21,0.13,-0.08,,"insufficient_sample (80 of 80 PA+BF scored, need 100)",False
680570,Grayson Rodriguez,2019,1,1,377,377,-0.95,1.44,0.0,0.0,scored,False
680570,Grayson Rodriguez,2021,2,2,398,398,1.13,1.2,2.33,3.52,scored,False
680570,Grayson Rodriguez,2022,3,1,271,298,2.48,0.45,2.93,6.5,scored,False
680570,Grayson Rodriguez,2023,1,0,0,21,0,0,0,,"insufficient_sample (0 of 21 PA+BF scored, need 100)",True
680574,Matt McLain,2021,2,1,119,126,0.27,0.41,0.67,3.39,scored,False
680574,Matt McLain,2022,1,1,452,452,1.72,2.17,3.89,5.17,scored,False
680574,Matt McLain,2023,1,1,173,173,2.1,0.73,2.84,9.84,scored,True
680695,Brennen Davis,2018,1,1,72,72,-0.2,0.13,-0.07,,"insufficient_sample (72 of 72 PA+BF scored, need 100)",False
680695,Brennen Davis,2019,1,1,204,204,-0.11,0.75,0.0,0.0,scored,False
680695,Brennen Davis,2021,3,2,384,416,0.95,2.31,3.26,5.1,scored,False
680695,Brennen Davis,2022,3,1,174,214,-0.16,0.7,0.0,0.0,scored,False
680695,Brennen Davis,2023,3,1,257,293,-0.86,1.09,0.0,0.0,scored,False
680695,Brennen Davis,2024,2,1,181,217,0.56,0.68,1.24,4.12,scored,False
680695,Brennen Davis,2025,3,1,142,198,0.6,0.34,0.94,3.97,scored,False
680695,Brennen Davis,2026,1,1,205,205,0.92,0.28,1.2,3.52,scored,False
680776,Jarren Duran,2018,2,2,302,302,-0.16,0.17,0.0,0.0,scored,False
680776,Jarren Duran,2019,2,2,578,578,-0.28,1.91,0.0,0.0,scored,False
680776,Jarren Duran,2021,1,1,219,219,1.21,0.7,1.9,5.21,scored,True
680779,Henry Davis,2021,2,0,0,31,0,0,0,,"insufficient_sample (0 of 31 PA+BF scored, need 100)",False
680779,Henry Davis,2022,4,2,236,255,1.03,0.85,1.87,4.76,scored,False
680779,Henry Davis,2023,2,2,232,232,1.73,0.72,2.44,6.32,scored,True
681082,Bryson Stott,2019,2,1,182,193,-0.28,0.06,-0.22,-0.71,scored,False
681082,Bryson Stott,2021,3,3,487,487,2.01,1.18,3.18,3.92,scored,False
681297,Colton Cowser,2021,2,1,124,149,0.12,0.25,0.38,1.82,scored,False
681297,Colton Cowser,2022,3,3,626,626,2.14,2.57,4.71,4.52,scored,False
681297,Colton Cowser,2023,1,1,257,257,1.87,1.09,2.96,6.9,scored,True
681351,Logan O'Hoppe,2018,1,1,124,124,0.11,0.26,0.36,1.76,scored,False
681351,Logan O'Hoppe,2019,1,1,177,177,-0.49,0.51,0.0,0.0,scored,False
681351,Logan O'Hoppe,2021,3,2,415,438,0.86,1.96,2.82,4.07,scored,False
681351,Logan O'Hoppe,2022,1,1,447,447,3.3,2.66,5.96,8.0,scored,True
681624,Andy Pages,2018,1,0,0,34,0,0,0,,"insufficient_sample (0 of 34 PA+BF scored, need 100)",False
681624,Andy Pages,2021,1,1,538,538,1.18,3.2,4.37,4.88,scored,False
681624,Andy Pages,2022,1,1,571,571,0.77,3.86,4.63,4.87,scored,False
681624,Andy Pages,2023,2,1,142,146,0.51,0.78,1.3,5.48,scored,False
681624,Andy Pages,2024,1,1,73,73,0.79,0.29,1.08,,"insufficient_sample (73 of 73 PA+BF scored, need 100)",True
682243,Bryce Miller,2021,1,0,0,45,0,0,0,,"insufficient_sample (0 of 45 PA+BF scored, need 100)",False
682243,Bryce Miller,2022,3,2,520,543,1.08,0.1,1.18,1.36,scored,False
682243,Bryce Miller,2023,1,1,85,85,-0.1,0.01,-0.09,,"insufficient_sample (85 of 85 PA+BF scored, need 100)",True
682616,Diego Cartaya,2019,1,1,150,150,-0.28,0.38,0.0,0.0,scored,False
682616,Diego Cartaya,2021,1,1,137,137,0.56,0.6,1.16,5.09,scored,False
682616,Diego Cartaya,2022,2,2,445,445,1.63,1.91,3.55,4.78,scored,False
682616,Diego Cartaya,2023,1,1,403,403,-0.09,2.67,0.0,0.0,scored,False
682616,Diego Cartaya,2024,2,2,400,400,0.73,1.7,2.43,3.65,scored,False
682616,Diego Cartaya,2025,2,1,69,87,-0.38,0.28,-0.1,,"insufficient_sample (69 of 87 PA+BF scored, need 100)",False
682616,Diego Cartaya,2026,1,0,0,35,0,0,0,,"insufficient_sample (0 of 35 PA+BF scored, need 100)",False
682617,Marco Luciano,2019,2,1,178,216,-0.01,0.45,0.0,0.0,scored,False
682617,Marco Luciano,2021,2,2,453,453,0.19,2.21,2.4,3.18,scored,False
682617,Marco Luciano,2022,2,1,230,257,0.43,1.21,1.64,4.28,scored,False
682617,Marco Luciano,2023,2,1,242,269,0.59,1.61,2.19,5.44,scored,True
682619,Orelvis Martinez,2019,1,1,163,163,-0.37,0.44,0.0,0.0,scored,False
682619,Orelvis Martinez,2021,2,2,451,451,0.43,2.27,2.71,3.6,scored,False
682619,Orelvis Martinez,2022,1,1,492,492,0.27,3.33,3.6,4.38,scored,False
682619,Orelvis Martinez,2023,2,2,538,538,1.4,2.98,4.38,4.88,scored,False
682619,Orelvis Martinez,2024,1,1,269,269,1.28,1.08,2.37,5.28,scored,True
682622,Noelvi Marte,2021,2,1,478,511,-0.34,2.17,0.0,0.0,scored,False
682622,Noelvi Marte,2022,1,1,520,520,0.53,2.82,3.35,3.87,scored,False
682622,Noelvi Marte,2023,3,2,389,399,0.75,2.18,2.93,4.52,scored,True
682626,Francisco Alvarez,2019,1,0,0,31,0,0,0,,"insufficient_sample (0 of 31 PA+BF scored, need 100)",False
682626,Francisco Alvarez,2021,2,2,400,400,1.68,2.29,3.98,5.97,scored,False
682626,Francisco Alvarez,2022,2,2,495,495,3.0,2.8,5.8,7.03,scored,True
